title;link;downloaded;notesTaken
"La compétition entre permaculteurs !";"https://www.youtube.com/watch?v=9cPMnjKvQII";false;false
"Utiles ou nuisibles ?";"https://www.youtube.com/watch?v=YC_Nc-VByQ8";false;false
"Que faire au jardin en Fevrier ?";"https://www.youtube.com/watch?v=e5fIfO03fDk";false;false
"Hôtel à insectes au Jardin du grand Jas";"https://www.youtube.com/watch?v=nCFU6OkMw-Q";false;false
"PERMACULTURE (conférence)";"https://www.youtube.com/watch?v=d9k9Ugvv-cY";false;false
"Jérôme et la Beissanette";"https://www.youtube.com/watch?v=tOuDObBvZa8";false;false
"Super culture en lasagnes";"https://www.youtube.com/watch?v=b6ZphUp_GYk";false;false
"Spirale aromatique";"https://www.youtube.com/watch?v=zWc-717lcok";false;false
"Que faire au jardin en Mars ?";"https://www.youtube.com/watch?v=LkJJzH6lsUU";false;false
"La culture en pot";"https://www.youtube.com/watch?v=Up9NMTCQEX0";false;false
"Quel engrais pour le jardin ?";"https://www.youtube.com/watch?v=GZIY4OoHkLY";false;false
"La Forêt Fruitière et la greffe par Maurice Chaudière";"https://www.youtube.com/watch?v=clQn8Bhitqc";false;false
"Que faire au jardin en Avril ?";"https://www.youtube.com/watch?v=3o7tAL71IVw";false;false
"Comment commencer en Permaculture ou en Agroécologie ?";"https://www.youtube.com/watch?v=ksrTktOACqI";false;false
"L'instant partagé";"https://www.youtube.com/watch?v=ZjA1qI7B4lk";false;false
"Hybridation et Pollinisation des courges, melons, concombres, pastèques, courgettes...";"https://www.youtube.com/watch?v=4FEci2ZoBXw";false;false
"Visite du poulailler !";"https://www.youtube.com/watch?v=2bQF5jmbbTM";false;false
"Que faire au jardin en Mai ?";"https://www.youtube.com/watch?v=5Da4D-1BJlQ";false;false
"Le Gentil Lierre";"https://www.youtube.com/watch?v=gwc8AtR0-CQ";false;false
"Les saints de glace";"https://www.youtube.com/watch?v=oN8cZijFldE";false;false
"Que faire au jardin en Juin ?";"https://www.youtube.com/watch?v=fYD0xdMedCA";false;false
"Foire Aux Questions 2 (1/2)";"https://www.youtube.com/watch?v=nUoKg5tNeM4";false;false
"Foire Aux Questions 2 (2/2) permaculture agroécologie etc ...";"https://www.youtube.com/watch?v=AQ3Wi1jwtf4";false;false
"Que faire au jardin en Juillet ?";"https://www.youtube.com/watch?v=p29p02RMdoI";false;false
"Que faire au jardin en Août ?";"https://www.youtube.com/watch?v=M3UEkHyeAGE";false;false
"Que faire au jardin en Septembre ?";"https://www.youtube.com/watch?v=con-c2_o9uc";false;false
"Les Rencontres Nationales de Permaculture";"https://www.youtube.com/watch?v=pb_eKiyFkJU";false;false
"Tomates Suspendues";"https://www.youtube.com/watch?v=SstBTtABCJo";false;false
"Comment rendre des Arbres Productifs ?";"https://www.youtube.com/watch?v=dAUwxbF19YI";false;false
"Comment faire un Rocket Stove Cuiseur ?";"https://www.youtube.com/watch?v=bzMyLAMGZhk";false;false
"Que faire au jardin en Octobre ?";"https://www.youtube.com/watch?v=GswUGxztnpU";false;false
"Peut-on vivre et nourrir la planète avec la permaculture ?";"https://www.youtube.com/watch?v=gZ5JRgENhw0";false;false
"Conférence sur l'Arbre";"https://www.youtube.com/watch?v=FjZ5Hbmnh7M";false;false
"Que faire au jardin en Novembre ?";"https://www.youtube.com/watch?v=ygW8ElfY2So";false;false
"Tour à pommes de terre (partie 1/2)";"https://www.youtube.com/watch?v=VBXiABie4zk";false;false
"Analyse de vos avis sur ma chaîne youtube !";"https://www.youtube.com/watch?v=2Ere2okJkbQ";false;false
"Le Potager Perpétuel";"https://www.youtube.com/watch?v=w-lU7ctnHoQ";false;false
"Que faire en Décembre au jardin ?";"https://www.youtube.com/watch?v=E0Fe4kYA7UY";false;false
"Le jardin mois par mois";"https://www.youtube.com/watch?v=gpFHi7dWoo0";false;false
"Quel est le meilleur paillage pour votre jardin ?";"https://www.youtube.com/watch?v=AHUMAAHeFss";false;false
"L'énergie autrement  avec Chaillot Barnabé";"https://www.youtube.com/watch?v=Z1q3bpPb4CA";false;false
"Rocket Stove 2 (le retour)";"https://www.youtube.com/watch?v=KcDZCy1Yg_Y";false;false
"Le Potager Fertile";"https://www.youtube.com/watch?v=rtP1I7NmfSY";false;false
"Comment planter un Arbre ?";"https://www.youtube.com/watch?v=eQ0FevTaIMg";false;false
"Nos pires erreurs !";"https://www.youtube.com/watch?v=90XAXss5gC4";false;false
"Permaculture avec Pascal Depienne";"https://www.youtube.com/watch?v=vTHBxNLL6Vs";false;false
"La Tomate de A à Z (presque)";"https://www.youtube.com/watch?v=M9SN7NdOWlo";false;false
"DESIGN en permaculture 01  (SMART)";"https://www.youtube.com/watch?v=oHvcHFei-Gw";false;false
"Faire la vaisselle";"https://www.youtube.com/watch?v=wdcFsKY_fDc";false;false
"Jardin des Fraternités Ouvrières à Mouscron";"https://www.youtube.com/watch?v=I1BA8YWbV7w";false;false
"Travail de Cochon !";"https://www.youtube.com/watch?v=owOC49gUVIo";false;false
"Rotations et Associations au Potager !";"https://www.youtube.com/watch?v=HhQ7KohYp18";false;false
"La Courgette de A à Z (presque)";"https://www.youtube.com/watch?v=kkX1_qFvBhw";false;false
"DESIGN en permaculture 02 (exemple)";"https://www.youtube.com/watch?v=qBiCk7zIlx0";false;false
"Pommes de terre A à Z  (presque)";"https://www.youtube.com/watch?v=KxxfsVhI-ag";false;false
"Créer une association loi 1901";"https://www.youtube.com/watch?v=fuRd3YyHlUA";false;false
"Encore des Réponses aux Questions !";"https://www.youtube.com/watch?v=HOy-t1UbqoA";false;false
"Constructions Naturelles !";"https://www.youtube.com/watch?v=cpt0s3Gx_8U";false;false
"Cultiver un village !";"https://www.youtube.com/watch?v=ICfTvFlPnkA";false;false
"Terres Fertiles !";"https://www.youtube.com/watch?v=xYIAiQQ3fq0";false;false
"Bricolage sur un toit (Eau chaude)";"https://www.youtube.com/watch?v=jJNDw8D_xQI";false;false
"Mini culture en lasagnes";"https://www.youtube.com/watch?v=OID3kjz1Cu4";false;false
"Permaculture : Jardin et Maisonnette";"https://www.youtube.com/watch?v=goIBZpuiZXU";false;false
"Permaculture : Le jardin du grand jas";"https://www.youtube.com/watch?v=9FwF_Sb5ctA";false;false
"Le meilleur compostage du monde de l'univers !";"https://www.youtube.com/watch?v=RL4agMy_-Pw";false;false
"Discussion avec Francis Hallé !";"https://www.youtube.com/watch?v=PS61hozJ2FI";false;false
"Une cabane en terre";"https://www.youtube.com/watch?v=AenHw9cmtwY";false;false
"Ça bouge pour la Permaculture, l'Agroécologie et l'Etc ..";"https://www.youtube.com/watch?v=nkLnwTKCRL4";false;false
"Tour a pommes de terre (partie 2)";"https://www.youtube.com/watch?v=FKal6qkuRD8";false;false
"L' Amaranthe de A à Z (presque)";"https://www.youtube.com/watch?v=hYMuNd9lVqo";false;false
"Visite de la ferme (2017)";"https://www.youtube.com/watch?v=Dqv4iHBAm5Q";false;false
"Encore une Foire Aux Questions ! (FAQ)";"https://www.youtube.com/watch?v=rpAS8sL2WYs";false;false
"Une chouette pépinière !";"https://www.youtube.com/watch?v=GqVYetR5lRQ";false;false
"L'Éolienne de La Graine Indocile !";"https://www.youtube.com/watch?v=CgTGutSdiBw";false;false
"Le Design en permaculture 03 (motifs naturels)";"https://www.youtube.com/watch?v=D_zYg2yHbTw";false;false
"les mares";"https://www.youtube.com/watch?v=amBdW8X0Yyo";false;false
"Avoir un Cheval !";"https://www.youtube.com/watch?v=am1hwkFxy-U";false;false
"Permaculture à la télé !";"https://www.youtube.com/watch?v=ZiVL239jsMw";false;false
"Bananes et Mandarines au jardin !";"https://www.youtube.com/watch?v=z21ooToVGFs";false;false
"Une serre pour de la permaculture etc ...";"https://www.youtube.com/watch?v=s-juGIr0esU";false;false
"L'histoire des gros cailloux !";"https://www.youtube.com/watch?v=9bLHH85Gz9c";false;false
"Deux Ânes et un Cheval";"https://www.youtube.com/watch?v=n557NYtB5XQ";false;false
"Design du Jardin du Château d'Eau !";"https://www.youtube.com/watch?v=niifBoq1McE";false;false
"Le Vilain Méchant Frelon Asiatique !";"https://www.youtube.com/watch?v=xTcCe2kwBV8";false;false
"Permaculture en public";"https://www.youtube.com/watch?v=dS7IWUlTKpo";false;false
"Le Potager de A à Z -1- (le commencement)";"https://www.youtube.com/watch?v=eaC1xPiC624";false;false
"Une Butte Chauffante !";"https://www.youtube.com/watch?v=taHa3rnRUbI";false;false
"Hervé Coves et les Champignons";"https://www.youtube.com/watch?v=Rf8P-5XABas";false;false
"Nuisibles ? (Avec Hervé Coves)";"https://www.youtube.com/watch?v=RJfgXbvZUUE";false;false
"Le Potager de A à Z -2- (une butte)";"https://www.youtube.com/watch?v=NsBAoX0J3Og";false;false
"Des Réponses à vos Questions ''permaculture''";"https://www.youtube.com/watch?v=fUJVbVupb_4";false;false
"La Laitue A à Z (presque)";"https://www.youtube.com/watch?v=6749EAR7ocA";false;false
"Le Campagnol (Mangeur de légumes) !";"https://www.youtube.com/watch?v=pAK2Oi9NKnU";false;false
"Le Potager de A à Z -3- (Le mulch)";"https://www.youtube.com/watch?v=qPhHPpp1tpc";false;false
"Crottin au jardin !";"https://www.youtube.com/watch?v=PnjHlx399Yw";false;false
"Jardiner avec un calendrier lunaire ?";"https://www.youtube.com/watch?v=vBZtl6vC8vA";false;false
"Le Potager A à Z -4- (L'autonomie)";"https://www.youtube.com/watch?v=54YUaK01Vqw";false;false
"Des fleurs au jardin !";"https://www.youtube.com/watch?v=JZEwCkSUG1g";false;false
"Chantier Participatif 2018";"https://www.youtube.com/watch?v=mFK3NtbG4fY";false;false
"En Chantier !";"https://www.youtube.com/watch?v=NFrelS-7zy0";false;false
"Le Potager de A à Z -5- (plantations)";"https://www.youtube.com/watch?v=E18WEV4ipL4";false;false
"La Machine à Laver Vélo !";"https://www.youtube.com/watch?v=vBquVef7KIY";false;false
"Une Monnaie Locale !";"https://www.youtube.com/watch?v=D0PZPFsq0Tg";false;false
"Le Potager A à Z -6- (La Biodiversité)";"https://www.youtube.com/watch?v=tNeZZgnWt2Y";false;false
"Des chouettes livres !";"https://www.youtube.com/watch?v=hQfJ5E7rGcQ";false;false
"Que faire au jardin cette semaine ? (projet pour une télé locale)";"https://www.youtube.com/watch?v=H8MF98cAV9s";false;false
"Le Potager de A à Z -7- (6 mois déjà)";"https://www.youtube.com/watch?v=-PIBbiuJ9ZA";false;false
"Le Potager de A à Z -8- (Petit Bilan)";"https://www.youtube.com/watch?v=Z2sG-Ni_tUg";false;false
"C'est la rentrée !";"https://www.youtube.com/watch?v=F-8aS8Hli3k";false;false
"L'œuf ou la poule ?";"https://www.youtube.com/watch?v=DkzdMBRDY7k";false;false
"Permaculture Humaine !";"https://www.youtube.com/watch?v=NcN4gcvpr_0";false;false
"Le Potager de A à Z -9- (l'eau)";"https://www.youtube.com/watch?v=sx3wbjrEEIc";false;false
"Conférence : Permaculture et Design";"https://www.youtube.com/watch?v=E0qVHVX3QTc";false;false
"Permaculture : Questions, Réponses";"https://www.youtube.com/watch?v=1cT7VqY4lPE";false;false
"Le Verger-Potager";"https://www.youtube.com/watch?v=_bb-1xff-1A";false;false
"Visite de la ferme (2018)";"https://www.youtube.com/watch?v=4w_X-u4Sj9U";false;false
"Le Potager de A à Z -10- (légumes qui se ressèment)";"https://www.youtube.com/watch?v=xrybhcFElZ0";false;false
"La Grande Mare";"https://www.youtube.com/watch?v=yDLm7_SRDiE";false;false
"Une Maison à 4000€ !";"https://www.youtube.com/watch?v=rUoGiSsLn6Q";false;false
"Franck Nathié : La Forêt Nourricière";"https://www.youtube.com/watch?v=WnIz5zYXMwg";false;false
"La Maison du Bananier";"https://www.youtube.com/watch?v=BF0hbgyghyo";false;false
"Le Potager de A à Z -11- (la révolution)";"https://www.youtube.com/watch?v=Nuxc0TCn9rc";false;false
"Les Trognes";"https://www.youtube.com/watch?v=rB9ACAkQzWY";false;false
"Encore des Réponses !";"https://www.youtube.com/watch?v=8xcSCLpRb1s";false;false
"Comment poser du Torchis ? (+ Bonus Glyphosate)";"https://www.youtube.com/watch?v=SYRrEJdd69c";false;false
"Le Potager de A à Z  -12- (le bricolage)";"https://www.youtube.com/watch?v=tGHNnNx6KI0";false;false
"Mes galères au jardin !";"https://www.youtube.com/watch?v=nO4eH9bNypY";false;false
"La Permaculture au Jardin mois par mois (le livre)";"https://www.youtube.com/watch?v=ozYcb87srlE";false;false
"Canards et limaces au jardin";"https://www.youtube.com/watch?v=TJhQFqKdAQc";false;false
"Histoires de plantes au Jardin d'Émerveille !";"https://www.youtube.com/watch?v=Y6uo99xnKv8";false;false
"Autonomie Alimentaire (quelle surface ?)";"https://www.youtube.com/watch?v=tMfQpklT-dI";false;false
"Pépinière en Permaculture (les jardins de Peyreladas)";"https://www.youtube.com/watch?v=VZrk0uDoYdk";false;false
"Le Radis de A à Z (presque)";"https://www.youtube.com/watch?v=61oUWnxCxQY";false;false
"Le Potager de A à Z -13- (Recommencement)";"https://www.youtube.com/watch?v=amzQLPQiuyk";false;false
"Les Légumineuses (apportent-elles de l'azote aux autres plantes ?)";"https://www.youtube.com/watch?v=zdtPxXQGBII";false;false
"Éponge Végétale (la Luffa)";"https://www.youtube.com/watch?v=cyU6OUhbx_Q";false;false
"Jardinage etc ...";"https://www.youtube.com/watch?v=IS2OQzTWwdc";false;false
"L'urine de l'or liquide au jardin !";"https://www.youtube.com/watch?v=4SZasMQH9yU";false;false
"Le Tournesol de A à Z (presque)";"https://www.youtube.com/watch?v=fXnoj2RbqD8";false;false
"10 ans de Permaculture !";"https://www.youtube.com/watch?v=TLpkMz3OKvU";false;false
"Élevage de poissons (pisciculture)";"https://www.youtube.com/watch?v=FaTPxzusWV0";false;false
"Céréales, légumineuses, oléagineux, Rapido !";"https://www.youtube.com/watch?v=eEWiyt4JZmw";false;false
"Quelle surface pour créer un projet agricole ?";"https://www.youtube.com/watch?v=oOUd505JP_o";false;false
"Le Potager de A à Z -14- (le temps des limaces)";"https://www.youtube.com/watch?v=r93vGtne5jY";false;false
"Permaculture : Conseils de lecture";"https://www.youtube.com/watch?v=S4G3IMj6Yfw";false;false
"Les Arbres (visite du jardin)";"https://www.youtube.com/watch?v=bEsalROIL14";false;false
"La Guerre de l'Ortie avec Bernard Bertrand";"https://www.youtube.com/watch?v=Px-SqmqSQaI";false;false
"Abeilles et Apiculture avec Bernard Bertrand";"https://www.youtube.com/watch?v=gLZUIRDsdFE";false;false
"5 Sauvages n°1";"https://www.youtube.com/watch?v=sw-_HTEgOxM";false;false
"Le Potager de A à Z -15- (soigner les plantes)";"https://www.youtube.com/watch?v=cV2HO2Opags";false;false
"Ruches de Biodiversité (Bernard Bertrand)";"https://www.youtube.com/watch?v=Zqyh3iS4JXM";false;false
"Électricité Solaire (économique et presque écologique)";"https://www.youtube.com/watch?v=aH0qTRe6ZTk";false;false
"L'avenir de la chaîne !";"https://www.youtube.com/watch?v=nVLwEY0QiN0";false;false
"Le Potager de A à Z -16- (Conclusion)";"https://www.youtube.com/watch?v=dAIQ3-V5fUQ";false;false
"Surf et Effondrement (avec Nicolas Meyrieux)";"https://www.youtube.com/watch?v=OeUHEk5xocw";false;false
"l'Asiminier de A à Z (presque)";"https://www.youtube.com/watch?v=HPRMVtwEUjI";false;false
"Semer des Forêts !";"https://www.youtube.com/watch?v=LF4R7upTay0";false;false
"Encore des Galères";"https://www.youtube.com/watch?v=xRokZrzeYmA";false;false
"Des plantes incroyables ! (presque)";"https://www.youtube.com/watch?v=_OZiR-GUNx4";false;false
"Visite de la ferme (2019)";"https://www.youtube.com/watch?v=Tsvmy0hXwCA";false;false
"Des Pommes toute l'année !";"https://www.youtube.com/watch?v=tVxWedlbVc0";false;false
"La Haie mellifère, fourragère, comestible, protectrice et riche en biodiversité.";"https://www.youtube.com/watch?v=_Q5jQ6xUT8Q";false;false
"l'Autonomie !";"https://www.youtube.com/watch?v=5AW5F9XWlsI";false;false
"Comment faire une ruche et ''Être avec les abeilles'' !";"https://www.youtube.com/watch?v=mVQPuqYokME";false;false
"Permaculture, Autonomie et Potager sur Youtube ???";"https://www.youtube.com/watch?v=WB3lB5dcGTs";false;false
"Bouturer des Forêts";"https://www.youtube.com/watch?v=OXKMcZWpAq0";false;false
"La Permaculture c'est NUL ! (Je réponds aux critiques)";"https://www.youtube.com/watch?v=2wBnbzamg6c";false;false
"Comment faire du terreau ?";"https://www.youtube.com/watch?v=YD3ruW2eqvg";false;false
"La Carotte de A à Z (presque) !";"https://www.youtube.com/watch?v=dWutfcPGIzc";false;false
"Faut-il tailler les arbres fruitiers ?";"https://www.youtube.com/watch?v=v7I6GzD6-7k";false;false
"Comment faire un potager (mois par mois) ?";"https://www.youtube.com/watch?v=lvXvSV_1jw8";false;false
"Fruitiers originaux et rustiques pour la forêt-comestible";"https://www.youtube.com/watch?v=uerHSjg6_8A";false;false
"Quelles poules choisir ?";"https://www.youtube.com/watch?v=FWuhYPFgW8c";false;false
"Forêt-comestible : Des récoltes toute l'année !";"https://www.youtube.com/watch?v=ZRSITzveHlg";false;false
"5 Sauvages n°2";"https://www.youtube.com/watch?v=A3Lf0Kz5ZYg";false;false
"Fabriquer un Séchoir Solaire";"https://www.youtube.com/watch?v=05oaztTnDKM";false;false
"Je réponds à des questions !";"https://www.youtube.com/watch?v=FL8fLM_7_bc";false;false
"Forêt-comestible : Cultiver des lianes";"https://www.youtube.com/watch?v=G_p_Y5qb0cs";false;false
"Visite d'un jardin forêt comestible !";"https://www.youtube.com/watch?v=uhESenZyrT0";false;false
"Le potager de Bernard Bertrand (avec herbes, limaces et légumes)";"https://www.youtube.com/watch?v=GGMgT_aTE-I";false;false
"La forêt comestible de Juan Anton";"https://www.youtube.com/watch?v=JgZ8GCkm4iI";false;false
"Élever des chèvres et faire du fromage";"https://www.youtube.com/watch?v=UgD8b3UV6qU";false;false
"Potager : Attacher les tomates";"https://www.youtube.com/watch?v=exobONeHHXg";false;false
"Potager et Verger en Agroécologie";"https://www.youtube.com/watch?v=WkuFOIDNrdw";false;false
"Potager, Canards et Forêt comestible";"https://www.youtube.com/watch?v=eeTozy5XOZ8";false;false
"Les Invasives (chanson nuisible)";"https://www.youtube.com/watch?v=BaDP7BzRxNw";false;false
"Compost-mortem";"https://www.youtube.com/watch?v=WUfDESm4NPE";false;false
"Abondance au Jardin ! (septembre)";"https://www.youtube.com/watch?v=dTew0NQhTUM";false;false
"Un grand corridor écologique !";"https://www.youtube.com/watch?v=z8-LJchsZSo";false;false
"La Vigne de A à Z (presque)";"https://www.youtube.com/watch?v=YrjwJr4wCxA";false;false
"Une journée au jardin en automne";"https://www.youtube.com/watch?v=9QgAxDfAGuc";false;false
"Forêt comestible ou verger ? (et Chop and Drop)";"https://www.youtube.com/watch?v=z5U76Ajt2c4";false;false
"Le Figuier de A à Z (presque)";"https://www.youtube.com/watch?v=B2hO00GjVzg";false;false
"La forêt comestible (le livre)";"https://www.youtube.com/watch?v=7EwlSn03wJk";false;false
"Potager d'hiver et bacs de culture";"https://www.youtube.com/watch?v=A2XWvo2hPf4";false;false
"L'incroyable Jardin-Forêt Comestible de Gilbert Cardon";"https://www.youtube.com/watch?v=edZpOdxCUBE";false;false
"Réchauffement climatique ?  Éco-anxiété ? etc...";"https://www.youtube.com/watch?v=osRzTdLwOvg";false;false
"Comment tailler les vignes ? (pourquoi ?)";"https://www.youtube.com/watch?v=w0efTjemrFY";false;false
"Comment utiliser un arrosoir ???";"https://www.youtube.com/watch?v=PFI7lB7LZiU";false;false
"Le Nombril de Vénus de (presque) A à Z";"https://www.youtube.com/watch?v=XbCF1bkfJkc";false;false
"Les Forêts et la régulation climatique";"https://www.youtube.com/watch?v=kfk_QrDkM0s";false;false
"Vivre dans des Cabanes pour une Désobéissance Fertile.";"https://www.youtube.com/watch?v=emDNTiPIUlU";false;false
"Un Potager sans Limaces grâce aux canards "coureur Indien"";"https://www.youtube.com/watch?v=8zdvVoBuUtY";false;false
"Créer une Pépinière  (devenir pépiniériste) !";"https://www.youtube.com/watch?v=_eVTTamNhZM";false;false
"Le Lierre terrestre de (presque) A à Z";"https://www.youtube.com/watch?v=wplua04RK0g";false;false
"Potager en Avril et Mai !";"https://www.youtube.com/watch?v=L6Hghnkbaq0";false;false
"L'herbe à miel (Gaillet croisette)";"https://www.youtube.com/watch?v=_b1N4GQaDIw";false;false
"Les plus vieux arbres de France";"https://www.youtube.com/watch?v=OPyU-ZV_Nhs";false;false
"Permaculture et Paysage comestible";"https://www.youtube.com/watch?v=BUz7wGiFqrU";false;false
"Visite du Jardin et la Biodiversité !";"https://www.youtube.com/watch?v=ZFPDCI9Chq0";false;false
"Visite du Jardin et les arbres fruitiers";"https://www.youtube.com/watch?v=h3SVIU9G8fI";false;false
"Visite du Jardin et les Animaux !";"https://www.youtube.com/watch?v=9TWiT1rKcys";false;false
"Visite du Jardin Potager !";"https://www.youtube.com/watch?v=coy1JdzNhwk";false;false
"Faire ses semences au potager";"https://www.youtube.com/watch?v=Ou-KcbdYmAM";false;false
"La Reine des Prés de (presque) A à Z";"https://www.youtube.com/watch?v=6PoH5j_CJxc";false;false
"Potager et Mildiou de la tomate";"https://www.youtube.com/watch?v=oClJplkvSJ8";false;false
"La Pulmonaire de (presque) A à Z";"https://www.youtube.com/watch?v=P0m2HkqUaUQ";false;false
"Animaux, Vidéos et Légumes... C'est la rentrée !";"https://www.youtube.com/watch?v=tJYSXaz-lJE";false;false
"Les Perm'annuelles 2021 avec Tonton Pierrick";"https://www.youtube.com/watch?v=HhqUdx8awto";false;false
"Jardin et autonomie";"https://www.youtube.com/watch?v=6LxzXLx4N2M";false;false
"Élevage et Reproduction des Canards Coureurs Indiens";"https://www.youtube.com/watch?v=tul3FwQGyOY";false;false
"Un projet incroyable sur 3000 hectares (pour commencer)";"https://www.youtube.com/watch?v=3SuLOmgW5-8";false;false
